image,depth,depth_sparse
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000043.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000043.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000043.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000031.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000031.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000031.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000044.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000044.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000044.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000051.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000051.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000051.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000079.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000079.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000079.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000091.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000091.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000091.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000029.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000029.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000029.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000072.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000072.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000072.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000075.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000075.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000075.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000112.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000112.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000112.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000105.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000105.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000105.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000059.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000059.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000059.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000106.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000106.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000106.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000022.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000022.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000022.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000066.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000066.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000066.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000119.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000119.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000119.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000056.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000056.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000056.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000116.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000116.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000116.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000058.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000058.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000058.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000090.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000090.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000090.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000104.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000104.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000104.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000005.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000005.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000005.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000078.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000078.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000078.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000010.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000010.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000010.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000087.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000087.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000087.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000081.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000081.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000081.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000064.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000064.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000064.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000094.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000094.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000094.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000028.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000028.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000028.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000050.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000050.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000050.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000045.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000045.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000045.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000008.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000008.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000008.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000055.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000055.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000055.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000034.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000034.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000034.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000092.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000092.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000092.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000113.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000113.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000113.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000115.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000115.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000115.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000095.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000095.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000095.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000122.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000122.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000122.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000009.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000009.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000009.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000120.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000120.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000120.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000067.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000067.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000067.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000025.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000025.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000025.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000015.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000015.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000015.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000041.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000041.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000041.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000102.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000102.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000102.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000054.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000054.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000054.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000083.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000083.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000083.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000035.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000035.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000035.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000110.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000110.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000110.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000046.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000046.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000046.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000060.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000060.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000060.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000070.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000070.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000070.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000062.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000062.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000062.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000099.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000099.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000099.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000018.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000018.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000018.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000088.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000088.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000088.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000020.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000020.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000020.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000014.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000014.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000014.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000011.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000011.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000011.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000085.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000085.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000085.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000111.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000111.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000111.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000123.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000123.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000123.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000065.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000065.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000065.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000037.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000037.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000037.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000032.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000032.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000032.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000039.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000039.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000039.png
/home/lin/Documents/dataset/KITTI/KITTI_raw_data/2011_09_26_drive_0035_sync/image_02/data/0000000069.png,/home/lin/Documents/dataset/KITTI/depth_maps_filled/2011_09_26_drive_0035_sync/0000000069.png,/home/lin/Documents/dataset/KITTI/data_depth_annotated/train/2011_09_26_drive_0035_sync/proj_depth/groundtruth/image_02/0000000069.png
